Algo,M,N,K,TileRows,TileColumns,dRow,dCol,TotalNodes,TotalGPUs,DecompositionTime,HostToDeviceTime,GatherTime,ExecutionTime,GFlops,DataLocation
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.061701,66279.242536,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.047502,67177.653031,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.049078,67076.737307,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.070710,65721.574718,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.064497,66105.165468,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.049481,67050.986088,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000003,1.047795,67158.881860,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.045714,67292.506862,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.048288,67127.303881,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.047309,67190.068638,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000002,1.048690,67101.590037,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.078547,65244.012486,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.047353,67187.221561,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.048273,67128.293304,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.047543,67175.036577,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.046917,67215.193614,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.047014,67208.969006,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.049005,67081.399405,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.049717,67035.937638,devices
cuBLASMp,32768,32768,32768,4096,4096,2,2,1,4,0.000008,1.088863,0.000000,1.050985,66955.010749,devices
