Algo,M,N,K,TileRows,TileColumns,dRow,dCol,TotalNodes,TotalGPUs,DecompositionTime,ExecutionTime,GatherTime,GFlops,DataLocation
SLATE,32768,32768,32768,3072,3072,2,2,1,4,0.108122,7.592910,4.574459,9267.691604,devices
SLATE,32768,32768,32768,3072,3072,2,2,1,4,0.108122,7.545878,4.578862,9325.454828,devices
SLATE,32768,32768,32768,3072,3072,2,2,1,4,0.108122,7.485319,4.642543,9400.901188,devices
SLATE,32768,32768,32768,3072,3072,2,2,1,4,0.108122,7.576394,4.522392,9287.893561,devices
SLATE,32768,32768,32768,3072,3072,2,2,1,4,0.108122,7.575711,4.623414,9288.731605,devices
SLATE,32768,32768,32768,3072,3072,2,2,1,4,0.108122,7.490563,4.543391,9394.320153,devices
SLATE,32768,32768,32768,3072,3072,2,2,1,4,0.108122,7.536163,4.580784,9337.476085,devices
SLATE,32768,32768,32768,3072,3072,2,2,1,4,0.108122,7.528461,4.650742,9347.029039,devices
SLATE,32768,32768,32768,3072,3072,2,2,1,4,0.108122,7.505164,4.617238,9376.043925,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.722128,4.989946,9112.610704,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.810374,4.426173,9009.651170,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.801776,4.446392,9019.580720,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.748903,4.432759,9081.123506,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.693395,4.544151,9146.643699,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.780390,4.659581,9044.372112,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.783141,4.541642,9041.175535,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.778414,4.477222,9046.669910,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.716252,4.452884,9119.549942,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.730609,4.524253,9102.613275,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.774160,4.440657,9051.620064,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.752859,4.475901,9076.489318,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.858934,4.384026,8953.980678,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.817924,4.474049,9000.949626,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.873037,4.473370,8937.941915,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.765809,4.420981,9061.354138,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.841924,4.375592,8973.403441,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.825233,4.446949,8992.542620,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.848304,4.410899,8966.108195,devices
SLATE,32768,32768,32768,3584,3584,2,2,1,4,0.083695,7.747650,4.644773,9082.592137,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.518861,5.086358,9358.962726,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.322025,4.760716,9610.557598,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.452082,4.870205,9442.829613,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.399127,4.808637,9510.411892,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.296565,4.851131,9644.091612,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.383162,4.788116,9530.976668,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.329675,4.894368,9600.527321,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.370778,4.793862,9546.989571,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.353847,4.744162,9568.970192,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.366553,4.736473,9552.465994,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.393849,4.836846,9517.200585,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.363903,4.819996,9555.903779,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.340786,4.862765,9585.995835,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.403671,4.785093,9504.574763,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.327264,4.906887,9603.686320,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.427738,4.676056,9473.778464,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.381034,4.815846,9533.724569,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.400178,4.891497,9509.060994,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.375087,4.870726,9541.411780,devices
SLATE,32768,32768,32768,4096,4096,2,2,1,4,0.075284,7.320063,4.776479,9613.133302,devices
